	child	parent
Cell_22883	-1.0	-1.0
Cell_22884	-1.0	-1.0
Cell_22885	-1.0	-1.0
Cell_22886	-1.0	-1.0
Cell_22887	-1.0	-1.0
Cell_22888	-1.0	-1.0
Cell_22889	-1.0	-1.0
Cell_22890	-1.0	-1.0
Cell_22891	-1.0	-1.0
Cell_22892	-1.0	-1.0
Cell_22893	-1.0	-1.0
Cell_22894	-1.0	-1.0
Cell_22895	-1.0	-1.0
Cell_22896	-1.0	-1.0
Cell_22897	-1.0	-1.0
Cell_22898	-1.0	-1.0
Cell_22899	-1.0	-1.0
Cell_22900	-1.0	-1.0
Cell_22901	-1.0	-1.0
Cell_22902	-1.0	-1.0
Cell_22903	-1.0	-1.0
Cell_22904	-1.0	-1.0
Cell_22905	-1.0	-1.0
Cell_22906	-1.0	-1.0
Cell_22907	-1.0	-1.0
Cell_22908	-1.0	-1.0
Cell_22909	-1.0	-1.0
Cell_22910	-1.0	-1.0
Cell_22911	-1.0	-1.0
Cell_22912	-1.0	-1.0
Cell_22913	-1.0	-1.0
Cell_22914	-1.0	-1.0
Cell_22915	-1.0	-1.0
Cell_22916	-1.0	-1.0
Cell_22917	-1.0	-1.0
Cell_22918	-1.0	-1.0
Cell_22919	-1.0	-1.0
Cell_22920	-1.0	-1.0
Cell_22921	-1.0	-1.0
Cell_22922	-1.0	-1.0
Cell_22923	-1.0	-1.0
Cell_22924	-1.0	-1.0
Cell_22925	-1.0	-1.0
Cell_22926	-1.0	-1.0
Cell_22927	-1.0	-1.0
Cell_22928	-1.0	-1.0
Cell_22929	-1.0	-1.0
Cell_22930	-1.0	-1.0
Cell_22931	-1.0	-1.0
Cell_22932	-1.0	-1.0
Cell_22933	-1.0	-1.0
Cell_22934	-1.0	-1.0
Cell_22935	-1.0	-1.0
Cell_22936	-1.0	-1.0
Cell_22937	-1.0	-1.0
Cell_22938	-1.0	-1.0
Cell_22939	-1.0	-1.0
Cell_22940	-1.0	-1.0
Cell_22941	-1.0	-1.0
Cell_22942	-1.0	-1.0
Cell_22943	-1.0	-1.0
Cell_22944	-1.0	-1.0
Cell_22945	-1.0	-1.0
Cell_22946	-1.0	-1.0
Cell_22947	-1.0	-1.0
Cell_22948	-1.0	-1.0
Cell_22949	-1.0	-1.0
Cell_22950	-1.0	-1.0
Cell_22951	-1.0	-1.0
Cell_22952	-1.0	-1.0
Cell_22953	-1.0	-1.0
Cell_22954	-1.0	-1.0
Cell_22955	-1.0	-1.0
Cell_22956	-1.0	-1.0
Cell_22957	-1.0	-1.0
Cell_22958	-1.0	-1.0
Cell_22959	-1.0	-1.0
Cell_22960	-1.0	-1.0
Cell_22961	-1.0	-1.0
Cell_22962	-1.0	-1.0
Cell_22963	-1.0	-1.0
Cell_22964	-1.0	-1.0
Cell_22965	-1.0	-1.0
Cell_22966	-1.0	-1.0
Cell_22967	-1.0	-1.0
Cell_22968	-1.0	-1.0
Cell_22969	-1.0	-1.0
Cell_22970	-1.0	-1.0
Cell_22971	-1.0	-1.0
Cell_22972	-1.0	-1.0
Cell_22973	-1.0	-1.0
Cell_22974	-1.0	-1.0
Cell_22975	-1.0	-1.0
Cell_22976	-1.0	-1.0
Cell_22977	-1.0	-1.0
Cell_22978	-1.0	-1.0
Cell_22979	-1.0	-1.0
Cell_22980	-1.0	-1.0
Cell_22981	-1.0	-1.0
Cell_22982	-1.0	-1.0
Cell_22983	-1.0	-1.0
Cell_22984	-1.0	-1.0
Cell_22985	-1.0	-1.0
Cell_22986	-1.0	-1.0
Cell_22987	-1.0	-1.0
Cell_22988	-1.0	-1.0
Cell_22989	-1.0	-1.0
Cell_22990	-1.0	-1.0
Cell_22991	-1.0	-1.0
Cell_22992	-1.0	-1.0
Cell_22993	-1.0	-1.0
Cell_22994	-1.0	-1.0
Cell_22995	-1.0	-1.0
Cell_22996	-1.0	-1.0
Cell_22997	-1.0	-1.0
Cell_22998	-1.0	-1.0
Cell_22999	-1.0	-1.0
Cell_23000	-1.0	-1.0
Cell_23001	-1.0	-1.0
Cell_23002	-1.0	-1.0
Cell_23003	-1.0	-1.0
Cell_23004	-1.0	-1.0
Cell_23005	-1.0	-1.0
Cell_23006	-1.0	-1.0
Cell_23007	-1.0	-1.0
Cell_23008	-1.0	-1.0
Cell_23009	-1.0	-1.0
Cell_23010	-1.0	-1.0
Cell_23011	-1.0	-1.0
Cell_23012	-1.0	-1.0
Cell_23013	-1.0	-1.0
Cell_23014	-1.0	-1.0
Cell_23015	-1.0	-1.0
Cell_23016	-1.0	-1.0
Cell_23017	-1.0	-1.0
Cell_23018	-1.0	-1.0
Cell_23019	-1.0	-1.0
Cell_23020	-1.0	-1.0
Cell_23021	-1.0	-1.0
Cell_23022	-1.0	-1.0
Cell_23023	-1.0	-1.0
Cell_23024	-1.0	-1.0
Cell_23025	-1.0	-1.0
Cell_23026	-1.0	-1.0
Cell_23027	-1.0	-1.0
Cell_23028	-1.0	-1.0
Cell_23029	-1.0	-1.0
Cell_23030	-1.0	-1.0
Cell_23031	-1.0	-1.0
Cell_23032	-1.0	-1.0
Cell_23033	-1.0	-1.0
Cell_23034	-1.0	-1.0
Cell_23035	-1.0	-1.0
Cell_23036	-1.0	-1.0
Cell_23037	-1.0	-1.0
Cell_23038	-1.0	-1.0
Cell_23039	-1.0	-1.0
Cell_23040	-1.0	-1.0
Cell_23041	-1.0	-1.0
Cell_23042	-1.0	-1.0
Cell_23043	-1.0	-1.0
Cell_23044	-1.0	-1.0
Cell_23045	-1.0	-1.0
Cell_23046	-1.0	-1.0
Cell_23047	-1.0	-1.0
Cell_23048	-1.0	-1.0
Cell_23049	-1.0	-1.0
Cell_23050	-1.0	-1.0
Cell_23051	-1.0	-1.0
Cell_23052	-1.0	-1.0
Cell_23053	-1.0	-1.0
Cell_23054	-1.0	-1.0
Cell_23055	-1.0	-1.0
Cell_23056	-1.0	-1.0
Cell_23057	-1.0	-1.0
Cell_23058	-1.0	-1.0
Cell_23059	-1.0	-1.0
Cell_23060	-1.0	-1.0
Cell_23061	-1.0	-1.0
Cell_23062	-1.0	-1.0
Cell_23063	-1.0	-1.0
Cell_23064	-1.0	-1.0
Cell_23065	-1.0	-1.0
Cell_23066	-1.0	-1.0
Cell_23067	-1.0	-1.0
Cell_23068	-1.0	-1.0
Cell_23069	-1.0	-1.0
Cell_23070	-1.0	-1.0
Cell_23071	-1.0	-1.0
Cell_23072	-1.0	-1.0
Cell_23073	-1.0	-1.0
Cell_23074	-1.0	-1.0
Cell_23075	-1.0	-1.0
Cell_23076	-1.0	-1.0
Cell_23077	-1.0	-1.0
Cell_23078	-1.0	-1.0
Cell_23079	-1.0	-1.0
Cell_23080	-1.0	-1.0
Cell_23081	-1.0	-1.0
Cell_23082	-1.0	-1.0
Cell_23083	-1.0	-1.0
Cell_23084	-1.0	-1.0
Cell_23085	-1.0	-1.0
Cell_23086	-1.0	-1.0
Cell_23087	-1.0	-1.0
Cell_23088	-1.0	-1.0
Cell_23089	-1.0	-1.0
Cell_23090	-1.0	-1.0
Cell_23091	-1.0	-1.0
Cell_23092	-1.0	-1.0
Cell_23093	-1.0	-1.0
Cell_23094	-1.0	-1.0
Cell_23095	-1.0	-1.0
Cell_23096	-1.0	-1.0
Cell_23097	-1.0	-1.0
Cell_23098	-1.0	-1.0
Cell_23099	-1.0	-1.0
Cell_23100	-1.0	-1.0
Cell_23101	-1.0	-1.0
Cell_23102	-1.0	-1.0
Cell_23103	-1.0	-1.0
Cell_23104	-1.0	-1.0
Cell_23105	-1.0	-1.0
Cell_23106	-1.0	-1.0
Cell_23107	-1.0	-1.0
Cell_23108	-1.0	-1.0
Cell_23109	-1.0	-1.0
Cell_23110	-1.0	-1.0
Cell_23111	-1.0	-1.0
Cell_23112	-1.0	-1.0
Cell_23113	-1.0	-1.0
Cell_23114	-1.0	-1.0
Cell_23115	-1.0	-1.0
Cell_23116	-1.0	-1.0
Cell_23117	-1.0	-1.0
Cell_23118	-1.0	-1.0
Cell_23119	-1.0	-1.0
Cell_23120	-1.0	-1.0
Cell_23121	-1.0	-1.0
Cell_23122	-1.0	-1.0
Cell_23123	-1.0	-1.0
Cell_23124	-1.0	-1.0
Cell_23125	-1.0	-1.0
Cell_23126	-1.0	-1.0
Cell_23127	-1.0	-1.0
Cell_23128	-1.0	-1.0
Cell_23129	-1.0	-1.0
Cell_23130	-1.0	-1.0
Cell_23131	-1.0	-1.0
Cell_23132	-1.0	-1.0
Cell_23133	-1.0	-1.0
Cell_23134	-1.0	-1.0
Cell_23135	-1.0	-1.0
Cell_23136	-1.0	-1.0
Cell_23137	-1.0	-1.0
Cell_23138	-1.0	-1.0
Cell_23139	-1.0	-1.0
Cell_23140	-1.0	-1.0
Cell_23141	-1.0	-1.0
Cell_23142	-1.0	-1.0
Cell_23143	-1.0	-1.0
Cell_23144	-1.0	-1.0
Cell_23145	-1.0	-1.0
Cell_23146	-1.0	-1.0
Cell_23147	-1.0	-1.0
Cell_23148	-1.0	-1.0
Cell_23149	-1.0	-1.0
Cell_23150	-1.0	-1.0
Cell_23151	-1.0	-1.0
Cell_23152	-1.0	-1.0
Cell_23153	-1.0	-1.0
Cell_23154	-1.0	-1.0
Cell_23155	-1.0	-1.0
Cell_23156	-1.0	-1.0
Cell_23157	-1.0	-1.0
Cell_23158	-1.0	-1.0
Cell_23159	-1.0	-1.0
Cell_23160	-1.0	-1.0
Cell_23161	-1.0	-1.0
Cell_23162	-1.0	-1.0
Cell_23163	-1.0	-1.0
Cell_23164	-1.0	-1.0
Cell_23165	-1.0	-1.0
Cell_23166	-1.0	-1.0
Cell_23167	-1.0	-1.0
Cell_23168	-1.0	-1.0
Cell_23169	-1.0	-1.0
Cell_23170	-1.0	-1.0
Cell_23171	-1.0	-1.0
Cell_23172	-1.0	-1.0
Cell_23173	-1.0	-1.0
Cell_23174	-1.0	-1.0
Cell_23175	-1.0	-1.0
Cell_23176	-1.0	-1.0
Cell_23177	-1.0	-1.0
Cell_23178	-1.0	-1.0
Cell_23179	-1.0	-1.0
Cell_23180	-1.0	-1.0
Cell_23181	-1.0	-1.0
Cell_23182	-1.0	-1.0
Cell_23183	-1.0	-1.0
Cell_23184	-1.0	-1.0
Cell_23185	-1.0	-1.0
Cell_23186	-1.0	-1.0
Cell_23187	-1.0	-1.0
Cell_23188	-1.0	-1.0
Cell_23189	-1.0	-1.0
Cell_23190	-1.0	-1.0
Cell_23191	-1.0	-1.0
Cell_23192	-1.0	-1.0
Cell_23193	-1.0	-1.0
Cell_23194	-1.0	-1.0
Cell_23195	-1.0	-1.0
Cell_23196	-1.0	-1.0
Cell_23197	-1.0	-1.0
Cell_23198	-1.0	-1.0
Cell_23199	-1.0	-1.0
Cell_23200	-1.0	-1.0
Cell_23201	-1.0	-1.0
Cell_23202	-1.0	-1.0
Cell_23203	-1.0	-1.0
Cell_23204	-1.0	-1.0
Cell_23205	-1.0	-1.0
Cell_23206	-1.0	-1.0
Cell_23207	-1.0	-1.0
Cell_23208	-1.0	-1.0
Cell_23209	-1.0	-1.0
Cell_23210	-1.0	-1.0
Cell_23211	-1.0	-1.0
Cell_23212	-1.0	-1.0
Cell_23213	-1.0	-1.0
Cell_23214	-1.0	-1.0
Cell_23215	-1.0	-1.0
Cell_23216	-1.0	-1.0
Cell_23217	-1.0	-1.0
Cell_23218	-1.0	-1.0
Cell_23219	-1.0	-1.0
Cell_23220	-1.0	-1.0
Cell_23221	-1.0	-1.0
Cell_23222	-1.0	-1.0
Cell_23223	-1.0	-1.0
Cell_23224	-1.0	-1.0
Cell_23225	-1.0	-1.0
Cell_23226	-1.0	-1.0
Cell_23227	-1.0	-1.0
Cell_23228	-1.0	-1.0
Cell_23229	-1.0	-1.0
Cell_23230	-1.0	-1.0
Cell_23231	-1.0	-1.0
Cell_23232	-1.0	-1.0
Cell_23233	-1.0	-1.0
Cell_23234	-1.0	-1.0
Cell_23235	-1.0	-1.0
Cell_23236	-1.0	-1.0
Cell_23237	-1.0	-1.0
Cell_23238	-1.0	-1.0
Cell_23239	-1.0	-1.0
Cell_23240	-1.0	-1.0
Cell_23241	-1.0	-1.0
Cell_23242	-1.0	-1.0
Cell_23243	-1.0	-1.0
Cell_23244	-1.0	-1.0
Cell_23245	-1.0	-1.0
Cell_23246	-1.0	-1.0
Cell_23247	-1.0	-1.0
Cell_23248	-1.0	-1.0
Cell_23249	-1.0	-1.0
Cell_23250	-1.0	-1.0
Cell_23251	-1.0	-1.0
Cell_23252	-1.0	-1.0
Cell_23253	-1.0	-1.0
Cell_23254	-1.0	-1.0
Cell_23255	-1.0	-1.0
Cell_23256	-1.0	-1.0
Cell_23257	-1.0	-1.0
Cell_23258	-1.0	-1.0
Cell_23259	-1.0	-1.0
Cell_23260	-1.0	-1.0
Cell_23261	-1.0	-1.0
Cell_23262	-1.0	-1.0
Cell_23263	-1.0	-1.0
Cell_23264	-1.0	-1.0
Cell_23265	-1.0	-1.0
Cell_23266	-1.0	-1.0
Cell_23267	-1.0	-1.0
Cell_23268	-1.0	-1.0
Cell_23269	-1.0	-1.0
Cell_23270	-1.0	-1.0
Cell_23271	-1.0	-1.0
Cell_23272	-1.0	-1.0
Cell_23273	-1.0	-1.0
Cell_23274	-1.0	-1.0
Cell_23275	-1.0	-1.0
Cell_23276	-1.0	-1.0
Cell_23277	-1.0	-1.0
Cell_23278	-1.0	-1.0
Cell_23279	-1.0	-1.0
Cell_23280	-1.0	-1.0
Cell_23281	-1.0	-1.0
Cell_23282	-1.0	-1.0
Cell_23283	-1.0	-1.0
Cell_23284	-1.0	-1.0
Cell_23285	-1.0	-1.0
Cell_23286	-1.0	-1.0
Cell_23287	-1.0	-1.0
Cell_23288	-1.0	-1.0
Cell_23289	-1.0	-1.0
Cell_23290	-1.0	-1.0
Cell_23291	-1.0	-1.0
Cell_23292	-1.0	-1.0
Cell_23293	-1.0	-1.0
Cell_23294	-1.0	-1.0
Cell_23295	-1.0	-1.0
Cell_23296	-1.0	-1.0
Cell_23297	-1.0	-1.0
Cell_23298	-1.0	-1.0
Cell_23299	-1.0	-1.0
Cell_23300	-1.0	-1.0
Cell_23301	-1.0	-1.0
Cell_23302	-1.0	-1.0
Cell_23303	-1.0	-1.0
Cell_23304	-1.0	-1.0
Cell_23305	-1.0	-1.0
Cell_23306	-1.0	-1.0
Cell_23307	-1.0	-1.0
Cell_23308	-1.0	-1.0
Cell_23309	-1.0	-1.0
Cell_23310	-1.0	-1.0
Cell_23311	-1.0	-1.0
Cell_23312	-1.0	-1.0
Cell_23313	-1.0	-1.0
Cell_23314	-1.0	-1.0
Cell_23315	-1.0	-1.0
Cell_23316	-1.0	-1.0
Cell_23317	-1.0	-1.0
Cell_23318	-1.0	-1.0
Cell_23319	-1.0	-1.0
Cell_23320	-1.0	-1.0
Cell_23321	-1.0	-1.0
Cell_23322	-1.0	-1.0
Cell_23323	-1.0	-1.0
Cell_23324	-1.0	-1.0
Cell_23325	-1.0	-1.0
Cell_23326	-1.0	-1.0
Cell_23327	-1.0	-1.0
Cell_23328	-1.0	-1.0
Cell_23329	-1.0	-1.0
Cell_23330	-1.0	-1.0
Cell_23331	-1.0	-1.0
Cell_23332	-1.0	-1.0
Cell_23333	-1.0	-1.0
Cell_23334	-1.0	-1.0
Cell_23335	-1.0	-1.0
Cell_23336	-1.0	-1.0
Cell_23337	-1.0	-1.0
Cell_23338	-1.0	-1.0
Cell_23339	-1.0	-1.0
Cell_23340	-1.0	-1.0
Cell_23341	-1.0	-1.0
Cell_23342	-1.0	-1.0
Cell_23343	-1.0	-1.0
Cell_23344	-1.0	-1.0
Cell_23345	-1.0	-1.0
Cell_23346	-1.0	-1.0
Cell_23347	-1.0	-1.0
Cell_23348	-1.0	-1.0
Cell_23349	-1.0	-1.0
Cell_23350	-1.0	-1.0
Cell_23351	-1.0	-1.0
Cell_23352	-1.0	-1.0
Cell_23353	-1.0	-1.0
Cell_23354	-1.0	-1.0
Cell_23355	-1.0	-1.0
Cell_23356	-1.0	-1.0
Cell_23357	-1.0	-1.0
Cell_23358	-1.0	-1.0
Cell_23359	-1.0	-1.0
Cell_23360	-1.0	-1.0
Cell_23361	-1.0	-1.0
Cell_23362	-1.0	-1.0
Cell_23363	-1.0	-1.0
Cell_23364	-1.0	-1.0
Cell_23365	-1.0	-1.0
Cell_23366	-1.0	-1.0
Cell_23367	-1.0	-1.0
Cell_23368	-1.0	-1.0
Cell_23369	-1.0	-1.0
Cell_23370	-1.0	-1.0
Cell_23371	-1.0	-1.0
Cell_23372	-1.0	-1.0
Cell_23373	-1.0	-1.0
Cell_23374	-1.0	-1.0
Cell_23375	-1.0	-1.0
Cell_23376	-1.0	-1.0
Cell_23377	-1.0	-1.0
Cell_23378	-1.0	-1.0
Cell_23379	-1.0	-1.0
Cell_23380	-1.0	-1.0
Cell_23381	-1.0	-1.0
Cell_23382	-1.0	-1.0
Cell_23383	-1.0	-1.0
Cell_23384	-1.0	-1.0
Cell_23385	-1.0	-1.0
Cell_23386	-1.0	-1.0
Cell_23387	-1.0	-1.0
Cell_23388	-1.0	-1.0
Cell_23389	-1.0	-1.0
Cell_23390	-1.0	-1.0
Cell_23391	-1.0	-1.0
Cell_23392	-1.0	-1.0
Cell_23393	-1.0	-1.0
Cell_23394	-1.0	-1.0
Cell_23395	-1.0	-1.0
Cell_23396	-1.0	-1.0
Cell_23397	-1.0	-1.0
Cell_23398	-1.0	-1.0
Cell_23399	-1.0	-1.0
Cell_23400	-1.0	-1.0
Cell_23401	-1.0	-1.0
Cell_23402	-1.0	-1.0
Cell_23403	-1.0	-1.0
Cell_23404	-1.0	-1.0
Cell_23405	-1.0	-1.0
Cell_23406	-1.0	-1.0
Cell_23407	-1.0	-1.0
Cell_23408	-1.0	-1.0
Cell_23409	-1.0	-1.0
Cell_23410	-1.0	-1.0
Cell_23411	-1.0	-1.0
Cell_23412	-1.0	-1.0
Cell_23413	-1.0	-1.0
Cell_23414	-1.0	-1.0
Cell_23415	-1.0	-1.0
Cell_23416	-1.0	-1.0
Cell_23417	-1.0	-1.0
Cell_23418	-1.0	-1.0
Cell_23419	-1.0	-1.0
Cell_23420	-1.0	-1.0
Cell_23421	-1.0	-1.0
Cell_23422	-1.0	-1.0
Cell_23423	-1.0	-1.0
Cell_23424	-1.0	-1.0
Cell_23425	-1.0	-1.0
Cell_23426	-1.0	-1.0
Cell_23427	-1.0	-1.0
Cell_23428	-1.0	-1.0
Cell_23429	-1.0	-1.0
Cell_23430	-1.0	-1.0
Cell_23431	-1.0	-1.0
Cell_23432	-1.0	-1.0
Cell_23433	-1.0	-1.0
Cell_23434	-1.0	-1.0
Cell_23435	-1.0	-1.0
Cell_23436	-1.0	-1.0
Cell_23437	-1.0	-1.0
Cell_23438	-1.0	-1.0
Cell_23439	-1.0	-1.0
Cell_23440	-1.0	-1.0
Cell_23441	-1.0	-1.0
Cell_23442	-1.0	-1.0
Cell_23443	-1.0	-1.0
Cell_23444	-1.0	-1.0
Cell_23445	-1.0	-1.0
Cell_23446	-1.0	-1.0
Cell_23447	-1.0	-1.0
Cell_23448	-1.0	-1.0
Cell_23449	-1.0	-1.0
Cell_23450	-1.0	-1.0
Cell_23451	-1.0	-1.0
Cell_23452	-1.0	-1.0
Cell_23453	-1.0	-1.0
Cell_23454	-1.0	-1.0
Cell_23455	-1.0	-1.0
Cell_23456	-1.0	-1.0
Cell_23457	-1.0	-1.0
Cell_23458	-1.0	-1.0
Cell_23459	-1.0	-1.0
Cell_23460	-1.0	-1.0
Cell_23461	-1.0	-1.0
Cell_23462	-1.0	-1.0
Cell_23463	-1.0	-1.0
Cell_23464	-1.0	-1.0
Cell_23465	-1.0	-1.0
Cell_23466	-1.0	-1.0
Cell_23467	-1.0	-1.0
Cell_23468	-1.0	-1.0
Cell_23469	-1.0	-1.0
Cell_23470	-1.0	-1.0
Cell_23471	-1.0	-1.0
Cell_23472	-1.0	-1.0
Cell_23473	-1.0	-1.0
Cell_23474	-1.0	-1.0
Cell_23475	-1.0	-1.0
Cell_23476	-1.0	-1.0
Cell_23477	-1.0	-1.0
Cell_23478	-1.0	-1.0
Cell_23479	-1.0	-1.0
Cell_23480	-1.0	-1.0
Cell_23481	-1.0	-1.0
Cell_23482	-1.0	-1.0
Cell_23483	-1.0	-1.0
Cell_23484	-1.0	-1.0
Cell_23485	-1.0	-1.0
Cell_23486	-1.0	-1.0
Cell_23487	-1.0	-1.0
Cell_23488	-1.0	-1.0
Cell_23489	-1.0	-1.0
Cell_23490	-1.0	-1.0
Cell_23491	-1.0	-1.0
Cell_23492	-1.0	-1.0
Cell_23493	-1.0	-1.0
Cell_23494	-1.0	-1.0
Cell_23495	-1.0	-1.0
Cell_23496	-1.0	-1.0
Cell_23497	-1.0	-1.0
Cell_23498	-1.0	-1.0
Cell_23499	-1.0	-1.0
Cell_23500	-1.0	-1.0
Cell_23501	-1.0	-1.0
Cell_23502	-1.0	-1.0
Cell_23503	-1.0	-1.0
Cell_23504	-1.0	-1.0
Cell_23505	-1.0	-1.0
Cell_23506	-1.0	-1.0
Cell_23507	-1.0	-1.0
Cell_23508	-1.0	-1.0
Cell_23509	-1.0	-1.0
Cell_23510	-1.0	-1.0
Cell_23511	-1.0	-1.0
Cell_23512	-1.0	-1.0
Cell_23513	-1.0	-1.0
Cell_23514	-1.0	-1.0
Cell_23515	-1.0	-1.0
Cell_23516	-1.0	-1.0
Cell_23517	-1.0	-1.0
Cell_23518	-1.0	-1.0
Cell_23519	-1.0	-1.0
Cell_23520	-1.0	-1.0
Cell_23521	-1.0	-1.0
Cell_23522	-1.0	-1.0
Cell_23523	-1.0	-1.0
Cell_23524	-1.0	-1.0
Cell_23525	-1.0	-1.0
Cell_23526	-1.0	-1.0
Cell_23527	-1.0	-1.0
Cell_23528	-1.0	-1.0
Cell_23529	-1.0	-1.0
Cell_23530	-1.0	-1.0
Cell_23531	-1.0	-1.0
Cell_23532	-1.0	-1.0
Cell_23533	-1.0	-1.0
Cell_23534	-1.0	-1.0
Cell_23535	-1.0	-1.0
Cell_23536	-1.0	-1.0
Cell_23537	-1.0	-1.0
Cell_23538	-1.0	-1.0
Cell_23539	-1.0	-1.0
Cell_23540	-1.0	-1.0
Cell_23541	-1.0	-1.0
Cell_23542	-1.0	-1.0
Cell_23543	-1.0	-1.0
Cell_23544	-1.0	-1.0
Cell_23545	-1.0	-1.0
Cell_23546	-1.0	-1.0
Cell_23547	-1.0	-1.0
Cell_23548	-1.0	-1.0
Cell_23549	-1.0	-1.0
Cell_23550	-1.0	-1.0
Cell_23551	-1.0	-1.0
Cell_23552	-1.0	-1.0
Cell_23553	-1.0	-1.0
Cell_23554	-1.0	-1.0
Cell_23555	-1.0	-1.0
Cell_23556	-1.0	-1.0
Cell_23557	-1.0	-1.0
Cell_23558	-1.0	-1.0
Cell_23559	-1.0	-1.0
Cell_23560	-1.0	-1.0
Cell_23561	-1.0	-1.0
Cell_23562	-1.0	-1.0
Cell_23563	-1.0	-1.0
Cell_23564	-1.0	-1.0
Cell_23565	-1.0	-1.0
Cell_23566	-1.0	-1.0
Cell_23567	-1.0	-1.0
Cell_23568	-1.0	-1.0
Cell_23569	-1.0	-1.0
Cell_23570	-1.0	-1.0
Cell_23571	-1.0	-1.0
Cell_23572	-1.0	-1.0
Cell_23573	-1.0	-1.0
Cell_23574	-1.0	-1.0
Cell_23575	-1.0	-1.0
Cell_23576	-1.0	-1.0
Cell_23577	-1.0	-1.0
Cell_23578	-1.0	-1.0
Cell_23579	-1.0	-1.0
Cell_23580	-1.0	-1.0
Cell_23581	-1.0	-1.0
Cell_23582	-1.0	-1.0
Cell_23583	-1.0	-1.0
Cell_23584	-1.0	-1.0
Cell_23585	-1.0	-1.0
Cell_23586	-1.0	-1.0
Cell_23587	-1.0	-1.0
Cell_23588	-1.0	-1.0
Cell_23589	-1.0	-1.0
Cell_23590	-1.0	-1.0
Cell_23591	-1.0	-1.0
Cell_23592	-1.0	-1.0
Cell_23593	-1.0	-1.0
Cell_23594	-1.0	-1.0
Cell_23595	-1.0	-1.0
Cell_23596	-1.0	-1.0
Cell_23597	-1.0	-1.0
Cell_23598	-1.0	-1.0
Cell_23599	-1.0	-1.0
Cell_23600	-1.0	-1.0
Cell_23601	-1.0	-1.0
Cell_23602	-1.0	-1.0
Cell_23603	-1.0	-1.0
Cell_23604	-1.0	-1.0
Cell_23605	-1.0	-1.0
Cell_23606	-1.0	-1.0
Cell_23607	-1.0	-1.0
Cell_23608	-1.0	-1.0
Cell_23609	-1.0	-1.0
Cell_23610	-1.0	-1.0
Cell_23611	-1.0	-1.0
Cell_23612	-1.0	-1.0
Cell_23613	-1.0	-1.0
Cell_23614	-1.0	-1.0
Cell_23615	-1.0	-1.0
Cell_23616	-1.0	-1.0
Cell_23617	-1.0	-1.0
Cell_23618	-1.0	-1.0
Cell_23619	-1.0	-1.0
Cell_23620	-1.0	-1.0
Cell_23621	-1.0	-1.0
Cell_23622	-1.0	-1.0
Cell_23623	-1.0	-1.0
Cell_23624	-1.0	-1.0
Cell_23625	-1.0	-1.0
Cell_23626	-1.0	-1.0
Cell_23627	-1.0	-1.0
Cell_23628	-1.0	-1.0
Cell_23629	-1.0	-1.0
Cell_23630	-1.0	-1.0
Cell_23631	-1.0	-1.0
Cell_23632	-1.0	-1.0
Cell_23633	-1.0	-1.0
Cell_23634	-1.0	-1.0
Cell_23635	-1.0	-1.0
Cell_23636	-1.0	-1.0
Cell_23637	-1.0	-1.0
Cell_23638	-1.0	-1.0
Cell_23639	-1.0	-1.0
Cell_23640	-1.0	-1.0
Cell_23641	-1.0	-1.0
Cell_23642	-1.0	-1.0
Cell_23643	-1.0	-1.0
Cell_23644	-1.0	-1.0
Cell_23645	-1.0	-1.0
Cell_23646	-1.0	-1.0
Cell_23647	-1.0	-1.0
Cell_23648	-1.0	-1.0
Cell_23649	-1.0	-1.0
Cell_23650	-1.0	-1.0
Cell_23651	-1.0	-1.0
Cell_23652	-1.0	-1.0
Cell_23653	-1.0	-1.0
Cell_23654	-1.0	-1.0
Cell_23655	-1.0	-1.0
Cell_23656	-1.0	-1.0
Cell_23657	-1.0	-1.0
Cell_23658	-1.0	-1.0
Cell_23659	-1.0	-1.0
Cell_23660	-1.0	-1.0
Cell_23661	-1.0	-1.0
Cell_23662	-1.0	-1.0
Cell_23663	-1.0	-1.0
Cell_23664	-1.0	-1.0
Cell_23665	-1.0	-1.0
Cell_23666	-1.0	-1.0
Cell_23667	-1.0	-1.0
Cell_23668	-1.0	-1.0
Cell_23669	-1.0	-1.0
Cell_23670	-1.0	-1.0
Cell_23671	-1.0	-1.0
Cell_23672	-1.0	-1.0
Cell_23673	-1.0	-1.0
Cell_23674	-1.0	-1.0
Cell_23675	-1.0	-1.0
Cell_23676	-1.0	-1.0
Cell_23677	-1.0	-1.0
Cell_23678	-1.0	-1.0
Cell_23679	-1.0	-1.0
Cell_23680	-1.0	-1.0
Cell_23681	-1.0	-1.0
Cell_23682	-1.0	-1.0
Cell_23683	-1.0	-1.0
Cell_23684	-1.0	-1.0
Cell_23685	-1.0	-1.0
Cell_23686	-1.0	-1.0
Cell_23687	-1.0	-1.0
Cell_23688	-1.0	-1.0
Cell_23689	-1.0	-1.0
Cell_23690	-1.0	-1.0
Cell_23691	-1.0	-1.0
Cell_23692	-1.0	-1.0
Cell_23693	-1.0	-1.0
Cell_23694	-1.0	-1.0
Cell_23695	-1.0	-1.0
Cell_23696	-1.0	-1.0
Cell_23697	-1.0	-1.0
Cell_23698	-1.0	-1.0
Cell_23699	-1.0	-1.0
Cell_23700	-1.0	-1.0
Cell_23701	-1.0	-1.0
Cell_23702	-1.0	-1.0
Cell_23703	-1.0	-1.0
Cell_23704	-1.0	-1.0
Cell_23705	-1.0	-1.0
