	x	y	cluster
Cell_26015	118.0	60.0	10.0
Cell_26016	118.0	61.0	10.0
Cell_26017	118.0	62.0	10.0
Cell_26018	118.0	63.0	10.0
Cell_26019	118.0	64.0	10.0
Cell_26020	118.0	65.0	10.0
Cell_26021	118.0	66.0	10.0
Cell_26022	118.0	67.0	10.0
Cell_26023	118.0	68.0	10.0
Cell_26024	118.0	69.0	10.0
Cell_26025	118.0	70.0	10.0
Cell_26026	118.0	71.0	10.0
Cell_26027	118.0	72.0	10.0
Cell_26028	118.0	73.0	10.0
Cell_26029	118.0	74.0	10.0
Cell_26030	118.0	75.0	10.0
Cell_26031	118.0	76.0	10.0
Cell_26032	118.0	77.0	10.0
Cell_26033	118.0	78.0	10.0
Cell_26034	118.0	79.0	10.0
Cell_26035	118.0	80.0	10.0
Cell_26036	118.0	81.0	10.0
Cell_26037	118.0	82.0	10.0
Cell_26038	118.0	83.0	10.0
Cell_26039	118.0	84.0	10.0
Cell_26040	118.0	85.0	10.0
Cell_26041	118.0	86.0	10.0
Cell_26042	118.0	87.0	10.0
Cell_26043	118.0	88.0	10.0
Cell_26044	118.0	89.0	10.0
Cell_26045	118.0	90.0	10.0
Cell_26046	118.0	91.0	10.0
Cell_26047	118.0	92.0	10.0
Cell_26048	118.0	93.0	10.0
Cell_26049	118.0	94.0	10.0
Cell_26050	118.0	95.0	10.0
Cell_26051	118.0	96.0	10.0
Cell_26052	118.0	97.0	10.0
Cell_26053	118.0	98.0	10.0
Cell_26054	118.0	99.0	10.0
Cell_26055	118.0	100.0	10.0
Cell_26056	118.0	101.0	10.0
Cell_26057	118.0	102.0	10.0
Cell_26058	118.0	103.0	10.0
Cell_26059	118.0	104.0	10.0
Cell_26060	118.0	105.0	10.0
Cell_26061	118.0	106.0	10.0
Cell_26062	118.0	107.0	10.0
Cell_26063	118.0	108.0	10.0
Cell_26064	118.0	109.0	10.0
Cell_26065	118.0	110.0	10.0
Cell_26066	118.0	111.0	10.0
Cell_26067	118.0	112.0	10.0
Cell_26068	118.0	113.0	10.0
Cell_26069	118.0	114.0	10.0
Cell_26070	118.0	115.0	10.0
Cell_26071	118.0	116.0	10.0
Cell_26072	118.0	117.0	10.0
Cell_26073	118.0	118.0	10.0
Cell_26074	118.0	119.0	10.0
Cell_26075	118.0	120.0	10.0
Cell_26076	118.0	121.0	10.0
Cell_26077	118.0	122.0	10.0
Cell_26078	118.0	123.0	10.0
Cell_26079	118.0	124.0	10.0
Cell_26080	118.0	125.0	10.0
Cell_26081	118.0	126.0	10.0
Cell_26082	118.0	127.0	10.0
Cell_26083	118.0	128.0	10.0
Cell_26084	118.0	129.0	10.0
Cell_26085	118.0	130.0	10.0
Cell_26086	118.0	131.0	10.0
Cell_26087	118.0	132.0	10.0
Cell_26088	118.0	133.0	10.0
Cell_26089	118.0	134.0	10.0
Cell_26090	118.0	135.0	10.0
Cell_26091	118.0	136.0	10.0
Cell_26092	118.0	137.0	10.0
Cell_26093	118.0	138.0	10.0
Cell_26094	118.0	139.0	10.0
Cell_26095	118.0	140.0	10.0
Cell_26096	118.0	141.0	10.0
Cell_26097	118.0	142.0	10.0
Cell_26098	118.0	143.0	10.0
Cell_26099	118.0	148.0	10.0
Cell_26100	118.0	151.0	10.0
Cell_26101	118.0	152.0	10.0
Cell_26102	118.0	156.0	10.0
Cell_26103	118.0	158.0	10.0
Cell_26104	118.0	160.0	10.0
Cell_26105	118.0	161.0	10.0
Cell_26106	118.0	162.0	10.0
Cell_26107	118.0	164.0	10.0
Cell_26108	118.0	165.0	10.0
Cell_26109	118.0	166.0	10.0
Cell_26110	118.0	167.0	10.0
Cell_26111	118.0	168.0	10.0
Cell_26112	118.0	169.0	10.0
Cell_26113	118.0	170.0	10.0
Cell_26114	118.0	171.0	10.0
Cell_26115	118.0	172.0	10.0
Cell_26116	118.0	173.0	10.0
Cell_26117	118.0	174.0	10.0
Cell_26118	118.0	175.0	10.0
Cell_26119	118.0	176.0	10.0
Cell_26120	118.0	177.0	10.0
Cell_26121	118.0	178.0	10.0
Cell_26122	118.0	179.0	10.0
Cell_26123	118.0	180.0	10.0
Cell_26124	118.0	181.0	10.0
Cell_26125	118.0	182.0	10.0
Cell_26126	118.0	183.0	10.0
Cell_26127	118.0	184.0	10.0
Cell_26128	118.0	185.0	10.0
Cell_26129	118.0	186.0	10.0
Cell_26130	118.0	187.0	10.0
Cell_26131	118.0	188.0	10.0
Cell_26132	118.0	189.0	10.0
Cell_26133	118.0	190.0	10.0
Cell_26134	118.0	191.0	10.0
Cell_26135	118.0	192.0	10.0
Cell_26136	118.0	193.0	10.0
Cell_26137	118.0	194.0	10.0
Cell_26138	118.0	195.0	10.0
Cell_26139	118.0	196.0	10.0
Cell_26140	118.0	197.0	10.0
Cell_26141	118.0	198.0	10.0
Cell_26142	118.0	199.0	10.0
Cell_26143	119.0	0.0	10.0
Cell_26144	119.0	1.0	10.0
Cell_26145	119.0	2.0	10.0
Cell_26146	119.0	3.0	10.0
Cell_26147	119.0	4.0	10.0
Cell_26148	119.0	5.0	10.0
Cell_26149	119.0	6.0	10.0
Cell_26150	119.0	7.0	10.0
Cell_26151	119.0	8.0	10.0
Cell_26152	119.0	9.0	10.0
Cell_26153	119.0	10.0	10.0
Cell_26154	119.0	11.0	10.0
Cell_26155	119.0	12.0	10.0
Cell_26156	119.0	13.0	10.0
Cell_26157	119.0	14.0	10.0
Cell_26158	119.0	15.0	10.0
Cell_26159	119.0	16.0	10.0
Cell_26160	119.0	17.0	10.0
Cell_26161	119.0	18.0	10.0
Cell_26162	119.0	19.0	10.0
Cell_26163	119.0	20.0	10.0
Cell_26164	119.0	21.0	10.0
Cell_26165	119.0	22.0	10.0
Cell_26166	119.0	23.0	10.0
Cell_26167	119.0	24.0	10.0
Cell_26168	119.0	25.0	10.0
Cell_26169	119.0	26.0	10.0
Cell_26170	119.0	27.0	10.0
Cell_26171	119.0	28.0	10.0
Cell_26172	119.0	29.0	10.0
Cell_26173	119.0	30.0	10.0
Cell_26174	119.0	31.0	10.0
Cell_26175	119.0	32.0	10.0
Cell_26176	119.0	33.0	10.0
Cell_26177	119.0	34.0	10.0
Cell_26178	119.0	35.0	10.0
Cell_26179	119.0	36.0	10.0
Cell_26180	119.0	37.0	10.0
Cell_26181	119.0	38.0	10.0
Cell_26182	119.0	39.0	10.0
Cell_26183	119.0	40.0	10.0
Cell_26184	119.0	41.0	10.0
Cell_26185	119.0	42.0	10.0
Cell_26186	119.0	43.0	10.0
Cell_26187	119.0	44.0	10.0
Cell_26188	119.0	45.0	10.0
Cell_26189	119.0	46.0	10.0
Cell_26190	119.0	47.0	10.0
Cell_26191	119.0	48.0	10.0
Cell_26192	119.0	49.0	10.0
Cell_26193	119.0	50.0	10.0
Cell_26194	119.0	51.0	10.0
Cell_26195	119.0	52.0	10.0
Cell_26196	119.0	53.0	10.0
Cell_26197	119.0	54.0	10.0
Cell_26198	119.0	55.0	10.0
Cell_26199	119.0	56.0	10.0
Cell_26200	119.0	57.0	10.0
Cell_26201	119.0	58.0	10.0
Cell_26202	119.0	59.0	10.0
Cell_26203	119.0	60.0	10.0
Cell_26204	119.0	61.0	10.0
Cell_26205	119.0	62.0	10.0
Cell_26206	119.0	63.0	10.0
Cell_26207	119.0	64.0	10.0
Cell_26208	119.0	65.0	10.0
Cell_26209	119.0	66.0	10.0
Cell_26210	119.0	67.0	10.0
Cell_26211	119.0	68.0	10.0
Cell_26212	119.0	69.0	10.0
Cell_26213	119.0	70.0	10.0
Cell_26214	119.0	71.0	10.0
Cell_26215	119.0	72.0	10.0
Cell_26216	119.0	73.0	10.0
Cell_26217	119.0	74.0	10.0
Cell_26218	119.0	75.0	10.0
Cell_26219	119.0	76.0	10.0
Cell_26220	119.0	77.0	10.0
Cell_26221	119.0	78.0	10.0
Cell_26222	119.0	79.0	10.0
Cell_26223	119.0	80.0	10.0
Cell_26224	119.0	81.0	10.0
Cell_26225	119.0	82.0	10.0
Cell_26226	119.0	83.0	10.0
Cell_26227	119.0	84.0	10.0
Cell_26228	119.0	85.0	10.0
Cell_26229	119.0	86.0	10.0
Cell_26230	119.0	87.0	10.0
Cell_26231	119.0	88.0	10.0
Cell_26232	119.0	89.0	10.0
Cell_26233	119.0	90.0	10.0
Cell_26234	119.0	91.0	10.0
Cell_26235	119.0	92.0	10.0
Cell_26236	119.0	93.0	10.0
Cell_26237	119.0	94.0	10.0
Cell_26238	119.0	95.0	10.0
Cell_26239	119.0	96.0	10.0
Cell_26240	119.0	97.0	10.0
Cell_26241	119.0	98.0	10.0
Cell_26242	119.0	99.0	10.0
Cell_26243	119.0	100.0	10.0
Cell_26244	119.0	101.0	10.0
Cell_26245	119.0	102.0	10.0
Cell_26246	119.0	103.0	10.0
Cell_26247	119.0	104.0	10.0
Cell_26248	119.0	105.0	10.0
Cell_26249	119.0	106.0	10.0
Cell_26250	119.0	107.0	10.0
Cell_26251	119.0	108.0	10.0
Cell_26252	119.0	109.0	10.0
Cell_26253	119.0	110.0	10.0
Cell_26254	119.0	111.0	10.0
Cell_26255	119.0	112.0	10.0
Cell_26256	119.0	113.0	10.0
Cell_26257	119.0	114.0	10.0
Cell_26258	119.0	115.0	10.0
Cell_26259	119.0	116.0	10.0
Cell_26260	119.0	117.0	10.0
Cell_26261	119.0	118.0	10.0
Cell_26262	119.0	119.0	10.0
Cell_26263	119.0	120.0	10.0
Cell_26264	119.0	121.0	10.0
Cell_26265	119.0	122.0	10.0
Cell_26266	119.0	123.0	10.0
Cell_26267	119.0	124.0	10.0
Cell_26268	119.0	125.0	10.0
Cell_26269	119.0	126.0	10.0
Cell_26270	119.0	127.0	10.0
Cell_26271	119.0	128.0	10.0
Cell_26272	119.0	129.0	10.0
Cell_26273	119.0	130.0	10.0
Cell_26274	119.0	131.0	10.0
Cell_26275	119.0	132.0	10.0
Cell_26276	119.0	133.0	10.0
Cell_26277	119.0	134.0	10.0
Cell_26278	119.0	135.0	10.0
Cell_26279	119.0	136.0	10.0
Cell_26280	119.0	137.0	10.0
Cell_26281	119.0	138.0	10.0
Cell_26282	119.0	139.0	10.0
Cell_26283	119.0	140.0	10.0
Cell_26284	119.0	141.0	10.0
Cell_26285	119.0	142.0	10.0
Cell_26286	119.0	143.0	10.0
Cell_26287	119.0	144.0	10.0
Cell_26288	119.0	151.0	10.0
Cell_26289	119.0	160.0	10.0
Cell_26290	119.0	161.0	10.0
Cell_26291	119.0	162.0	10.0
Cell_26292	119.0	163.0	10.0
Cell_26293	119.0	164.0	10.0
Cell_26294	119.0	166.0	10.0
Cell_26295	119.0	167.0	10.0
Cell_26296	119.0	168.0	10.0
Cell_26297	119.0	169.0	10.0
Cell_26298	119.0	170.0	10.0
Cell_26299	119.0	171.0	10.0
Cell_26300	119.0	172.0	10.0
Cell_26301	119.0	173.0	10.0
Cell_26302	119.0	174.0	10.0
Cell_26303	119.0	175.0	10.0
Cell_26304	119.0	176.0	10.0
Cell_26305	119.0	177.0	10.0
Cell_26306	119.0	178.0	10.0
Cell_26307	119.0	179.0	10.0
Cell_26308	119.0	180.0	10.0
Cell_26309	119.0	181.0	10.0
Cell_26310	119.0	182.0	10.0
Cell_26311	119.0	183.0	10.0
Cell_26312	119.0	184.0	10.0
Cell_26313	119.0	185.0	10.0
Cell_26314	119.0	186.0	10.0
Cell_26315	119.0	187.0	10.0
Cell_26316	119.0	188.0	10.0
Cell_26317	119.0	189.0	10.0
Cell_26318	119.0	190.0	10.0
Cell_26319	119.0	191.0	10.0
Cell_26320	119.0	192.0	10.0
Cell_26321	119.0	193.0	10.0
Cell_26322	119.0	194.0	10.0
Cell_26323	119.0	195.0	10.0
Cell_26324	119.0	196.0	10.0
Cell_26325	119.0	197.0	10.0
Cell_26326	119.0	198.0	10.0
Cell_26327	119.0	199.0	10.0
Cell_26328	120.0	0.0	10.0
Cell_26329	120.0	1.0	10.0
Cell_26330	120.0	2.0	10.0
Cell_26331	120.0	3.0	10.0
Cell_26332	120.0	4.0	10.0
Cell_26333	120.0	5.0	10.0
Cell_26334	120.0	6.0	10.0
Cell_26335	120.0	7.0	10.0
Cell_26336	120.0	8.0	10.0
Cell_26337	120.0	9.0	10.0
Cell_26338	120.0	10.0	10.0
Cell_26339	120.0	11.0	10.0
Cell_26340	120.0	12.0	10.0
Cell_26341	120.0	13.0	10.0
Cell_26342	120.0	14.0	10.0
Cell_26343	120.0	15.0	10.0
Cell_26344	120.0	16.0	10.0
Cell_26345	120.0	17.0	10.0
Cell_26346	120.0	18.0	10.0
Cell_26347	120.0	19.0	10.0
Cell_26348	120.0	20.0	10.0
Cell_26349	120.0	21.0	10.0
Cell_26350	120.0	22.0	10.0
Cell_26351	120.0	23.0	10.0
Cell_26352	120.0	24.0	10.0
Cell_26353	120.0	25.0	10.0
Cell_26354	120.0	26.0	10.0
Cell_26355	120.0	27.0	10.0
Cell_26356	120.0	28.0	10.0
Cell_26357	120.0	29.0	10.0
Cell_26358	120.0	30.0	10.0
Cell_26359	120.0	31.0	10.0
Cell_26360	120.0	32.0	10.0
Cell_26361	120.0	33.0	10.0
Cell_26362	120.0	34.0	10.0
Cell_26363	120.0	35.0	10.0
Cell_26364	120.0	36.0	10.0
Cell_26365	120.0	37.0	10.0
Cell_26366	120.0	38.0	10.0
Cell_26367	120.0	39.0	10.0
Cell_26368	120.0	40.0	10.0
Cell_26369	120.0	41.0	10.0
Cell_26370	120.0	42.0	10.0
Cell_26371	120.0	43.0	10.0
Cell_26372	120.0	44.0	10.0
Cell_26373	120.0	45.0	10.0
Cell_26374	120.0	46.0	10.0
Cell_26375	120.0	47.0	10.0
Cell_26376	120.0	48.0	10.0
Cell_26377	120.0	49.0	10.0
Cell_26378	120.0	50.0	10.0
Cell_26379	120.0	51.0	10.0
Cell_26380	120.0	52.0	10.0
Cell_26381	120.0	53.0	10.0
Cell_26382	120.0	54.0	10.0
Cell_26383	120.0	55.0	10.0
Cell_26384	120.0	56.0	10.0
Cell_26385	120.0	57.0	10.0
Cell_26386	120.0	58.0	10.0
Cell_26387	120.0	59.0	10.0
Cell_26388	120.0	60.0	10.0
Cell_26389	120.0	61.0	10.0
Cell_26390	120.0	62.0	10.0
Cell_26391	120.0	63.0	10.0
Cell_26392	120.0	64.0	10.0
Cell_26393	120.0	65.0	10.0
Cell_26394	120.0	66.0	10.0
Cell_26395	120.0	67.0	10.0
Cell_26396	120.0	68.0	10.0
Cell_26397	120.0	69.0	10.0
Cell_26398	120.0	70.0	10.0
Cell_26399	120.0	71.0	10.0
Cell_26400	120.0	72.0	10.0
Cell_26401	120.0	73.0	10.0
Cell_26402	120.0	74.0	10.0
Cell_26403	120.0	75.0	10.0
Cell_26404	120.0	76.0	10.0
Cell_26405	120.0	77.0	10.0
Cell_26406	120.0	78.0	10.0
Cell_26407	120.0	79.0	10.0
Cell_26408	120.0	80.0	10.0
Cell_26409	120.0	81.0	10.0
Cell_26410	120.0	82.0	10.0
Cell_26411	120.0	83.0	10.0
Cell_26412	120.0	84.0	10.0
Cell_26413	120.0	85.0	10.0
Cell_26414	120.0	86.0	10.0
Cell_26415	120.0	87.0	10.0
Cell_26416	120.0	88.0	10.0
Cell_26417	120.0	89.0	10.0
Cell_26418	120.0	90.0	10.0
Cell_26419	120.0	91.0	10.0
Cell_26420	120.0	92.0	10.0
Cell_26421	120.0	93.0	10.0
Cell_26422	120.0	94.0	10.0
Cell_26423	120.0	95.0	10.0
Cell_26424	120.0	96.0	10.0
Cell_26425	120.0	97.0	10.0
Cell_26426	120.0	98.0	10.0
Cell_26427	120.0	99.0	10.0
Cell_26428	120.0	100.0	10.0
Cell_26429	120.0	101.0	10.0
Cell_26430	120.0	102.0	10.0
Cell_26431	120.0	103.0	10.0
Cell_26432	120.0	104.0	10.0
Cell_26433	120.0	105.0	10.0
Cell_26434	120.0	106.0	10.0
Cell_26435	120.0	107.0	10.0
Cell_26436	120.0	108.0	10.0
Cell_26437	120.0	109.0	10.0
Cell_26438	120.0	110.0	10.0
Cell_26439	120.0	111.0	10.0
Cell_26440	120.0	112.0	10.0
Cell_26441	120.0	113.0	10.0
Cell_26442	120.0	114.0	10.0
Cell_26443	120.0	115.0	10.0
Cell_26444	120.0	116.0	10.0
Cell_26445	120.0	117.0	10.0
Cell_26446	120.0	118.0	10.0
Cell_26447	120.0	119.0	10.0
Cell_26448	120.0	120.0	10.0
Cell_26449	120.0	121.0	10.0
Cell_26450	120.0	122.0	10.0
Cell_26451	120.0	123.0	10.0
Cell_26452	120.0	124.0	10.0
Cell_26453	120.0	125.0	10.0
Cell_26454	120.0	126.0	10.0
Cell_26455	120.0	127.0	10.0
Cell_26456	120.0	128.0	10.0
Cell_26457	120.0	129.0	10.0
Cell_26458	120.0	130.0	10.0
Cell_26459	120.0	131.0	10.0
Cell_26460	120.0	132.0	10.0
Cell_26461	120.0	133.0	10.0
Cell_26462	120.0	134.0	10.0
Cell_26463	120.0	135.0	10.0
Cell_26464	120.0	136.0	10.0
Cell_26465	120.0	137.0	10.0
Cell_26466	120.0	138.0	10.0
Cell_26467	120.0	139.0	10.0
Cell_26468	120.0	140.0	10.0
Cell_26469	120.0	141.0	10.0
Cell_26470	120.0	142.0	10.0
Cell_26471	120.0	148.0	10.0
Cell_26472	120.0	161.0	10.0
Cell_26473	120.0	162.0	10.0
Cell_26474	120.0	165.0	10.0
Cell_26475	120.0	166.0	10.0
Cell_26476	120.0	167.0	10.0
Cell_26477	120.0	168.0	10.0
Cell_26478	120.0	169.0	10.0
Cell_26479	120.0	170.0	10.0
Cell_26480	120.0	171.0	10.0
Cell_26481	120.0	172.0	10.0
Cell_26482	120.0	173.0	10.0
Cell_26483	120.0	174.0	10.0
Cell_26484	120.0	175.0	10.0
Cell_26485	120.0	176.0	10.0
Cell_26486	120.0	177.0	10.0
Cell_26487	120.0	178.0	10.0
Cell_26488	120.0	179.0	10.0
Cell_26489	120.0	180.0	10.0
Cell_26490	120.0	181.0	10.0
Cell_26491	120.0	182.0	10.0
Cell_26492	120.0	183.0	10.0
Cell_26493	120.0	184.0	10.0
Cell_26494	120.0	185.0	10.0
Cell_26495	120.0	186.0	10.0
Cell_26496	120.0	187.0	10.0
Cell_26497	120.0	188.0	10.0
Cell_26498	120.0	189.0	10.0
Cell_26499	120.0	190.0	10.0
Cell_26500	120.0	191.0	10.0
Cell_26501	120.0	192.0	10.0
Cell_26502	120.0	193.0	10.0
Cell_26503	120.0	194.0	10.0
Cell_26504	120.0	195.0	10.0
Cell_26505	120.0	196.0	10.0
Cell_26506	120.0	197.0	10.0
Cell_26507	120.0	198.0	10.0
Cell_26508	120.0	199.0	10.0
Cell_26509	121.0	0.0	10.0
Cell_26510	121.0	1.0	10.0
Cell_26511	121.0	2.0	10.0
Cell_26512	121.0	3.0	10.0
Cell_26513	121.0	4.0	10.0
Cell_26514	121.0	5.0	10.0
Cell_26515	121.0	6.0	10.0
Cell_26516	121.0	7.0	10.0
Cell_26517	121.0	8.0	10.0
Cell_26518	121.0	9.0	10.0
Cell_26519	121.0	10.0	10.0
Cell_26520	121.0	11.0	10.0
Cell_26521	121.0	12.0	10.0
Cell_26522	121.0	13.0	10.0
Cell_26523	121.0	14.0	10.0
Cell_26524	121.0	15.0	10.0
Cell_26525	121.0	16.0	10.0
Cell_26526	121.0	17.0	10.0
Cell_26527	121.0	18.0	10.0
Cell_26528	121.0	19.0	10.0
Cell_26529	121.0	20.0	10.0
Cell_26530	121.0	21.0	10.0
Cell_26531	121.0	22.0	10.0
Cell_26532	121.0	23.0	10.0
Cell_26533	121.0	24.0	10.0
Cell_26534	121.0	25.0	10.0
Cell_26535	121.0	26.0	10.0
Cell_26536	121.0	27.0	10.0
Cell_26537	121.0	28.0	10.0
Cell_26538	121.0	29.0	10.0
Cell_26539	121.0	30.0	10.0
Cell_26540	121.0	31.0	10.0
Cell_26541	121.0	32.0	10.0
Cell_26542	121.0	33.0	10.0
Cell_26543	121.0	34.0	10.0
Cell_26544	121.0	35.0	10.0
Cell_26545	121.0	36.0	10.0
Cell_26546	121.0	37.0	10.0
Cell_26547	121.0	38.0	10.0
Cell_26548	121.0	39.0	10.0
Cell_26549	121.0	40.0	10.0
Cell_26550	121.0	41.0	10.0
Cell_26551	121.0	42.0	10.0
Cell_26552	121.0	43.0	10.0
Cell_26553	121.0	44.0	10.0
Cell_26554	121.0	45.0	10.0
Cell_26555	121.0	46.0	10.0
Cell_26556	121.0	47.0	10.0
Cell_26557	121.0	48.0	10.0
Cell_26558	121.0	49.0	10.0
Cell_26559	121.0	50.0	10.0
Cell_26560	121.0	51.0	10.0
Cell_26561	121.0	52.0	10.0
Cell_26562	121.0	53.0	10.0
Cell_26563	121.0	54.0	10.0
Cell_26564	121.0	55.0	10.0
Cell_26565	121.0	56.0	10.0
Cell_26566	121.0	57.0	10.0
Cell_26567	121.0	58.0	10.0
Cell_26568	121.0	59.0	10.0
Cell_26569	121.0	60.0	10.0
Cell_26570	121.0	61.0	10.0
Cell_26571	121.0	62.0	10.0
Cell_26572	121.0	63.0	10.0
Cell_26573	121.0	64.0	10.0
Cell_26574	121.0	65.0	10.0
Cell_26575	121.0	66.0	10.0
Cell_26576	121.0	67.0	10.0
Cell_26577	121.0	68.0	10.0
Cell_26578	121.0	69.0	10.0
Cell_26579	121.0	70.0	10.0
Cell_26580	121.0	71.0	10.0
Cell_26581	121.0	72.0	10.0
Cell_26582	121.0	73.0	10.0
Cell_26583	121.0	74.0	10.0
Cell_26584	121.0	75.0	10.0
Cell_26585	121.0	76.0	10.0
Cell_26586	121.0	77.0	10.0
Cell_26587	121.0	78.0	10.0
Cell_26588	121.0	79.0	10.0
Cell_26589	121.0	80.0	10.0
Cell_26590	121.0	81.0	10.0
Cell_26591	121.0	82.0	10.0
Cell_26592	121.0	83.0	10.0
Cell_26593	121.0	84.0	10.0
Cell_26594	121.0	85.0	10.0
Cell_26595	121.0	86.0	10.0
Cell_26596	121.0	87.0	10.0
Cell_26597	121.0	88.0	10.0
Cell_26598	121.0	89.0	10.0
Cell_26599	121.0	90.0	10.0
Cell_26600	121.0	91.0	10.0
Cell_26601	121.0	92.0	10.0
Cell_26602	121.0	93.0	10.0
Cell_26603	121.0	94.0	10.0
Cell_26604	121.0	95.0	10.0
Cell_26605	121.0	96.0	10.0
Cell_26606	121.0	97.0	10.0
Cell_26607	121.0	98.0	10.0
Cell_26608	121.0	99.0	10.0
Cell_26609	121.0	100.0	10.0
Cell_26610	121.0	101.0	10.0
Cell_26611	121.0	102.0	10.0
Cell_26612	121.0	103.0	10.0
Cell_26613	121.0	104.0	10.0
Cell_26614	121.0	105.0	10.0
Cell_26615	121.0	106.0	10.0
Cell_26616	121.0	107.0	10.0
Cell_26617	121.0	108.0	10.0
Cell_26618	121.0	109.0	10.0
Cell_26619	121.0	110.0	10.0
Cell_26620	121.0	111.0	10.0
Cell_26621	121.0	112.0	10.0
Cell_26622	121.0	113.0	10.0
Cell_26623	121.0	114.0	10.0
Cell_26624	121.0	115.0	10.0
Cell_26625	121.0	116.0	10.0
Cell_26626	121.0	117.0	10.0
Cell_26627	121.0	118.0	10.0
Cell_26628	121.0	119.0	10.0
Cell_26629	121.0	120.0	10.0
Cell_26630	121.0	121.0	10.0
Cell_26631	121.0	122.0	10.0
Cell_26632	121.0	123.0	10.0
Cell_26633	121.0	124.0	10.0
Cell_26634	121.0	125.0	10.0
Cell_26635	121.0	126.0	10.0
Cell_26636	121.0	127.0	10.0
Cell_26637	121.0	128.0	10.0
Cell_26638	121.0	129.0	10.0
Cell_26639	121.0	130.0	10.0
Cell_26640	121.0	131.0	10.0
Cell_26641	121.0	132.0	10.0
Cell_26642	121.0	133.0	10.0
Cell_26643	121.0	134.0	10.0
Cell_26644	121.0	135.0	10.0
Cell_26645	121.0	136.0	10.0
Cell_26646	121.0	137.0	10.0
Cell_26647	121.0	138.0	10.0
Cell_26648	121.0	139.0	10.0
Cell_26649	121.0	140.0	10.0
Cell_26650	121.0	141.0	10.0
Cell_26651	121.0	142.0	10.0
Cell_26652	121.0	143.0	10.0
Cell_26653	121.0	160.0	10.0
Cell_26654	121.0	162.0	10.0
Cell_26655	121.0	164.0	10.0
Cell_26656	121.0	165.0	10.0
Cell_26657	121.0	166.0	10.0
Cell_26658	121.0	167.0	10.0
Cell_26659	121.0	168.0	10.0
Cell_26660	121.0	169.0	10.0
Cell_26661	121.0	170.0	10.0
Cell_26662	121.0	171.0	10.0
Cell_26663	121.0	172.0	10.0
Cell_26664	121.0	173.0	10.0
Cell_26665	121.0	174.0	10.0
Cell_26666	121.0	175.0	10.0
Cell_26667	121.0	176.0	10.0
Cell_26668	121.0	177.0	10.0
Cell_26669	121.0	178.0	10.0
Cell_26670	121.0	179.0	10.0
Cell_26671	121.0	180.0	10.0
Cell_26672	121.0	181.0	10.0
Cell_26673	121.0	182.0	10.0
Cell_26674	121.0	183.0	10.0
Cell_26675	121.0	184.0	10.0
Cell_26676	121.0	185.0	10.0
Cell_26677	121.0	186.0	10.0
Cell_26678	121.0	187.0	10.0
Cell_26679	121.0	188.0	10.0
Cell_26680	121.0	189.0	10.0
Cell_26681	121.0	190.0	10.0
Cell_26682	121.0	191.0	10.0
Cell_26683	121.0	192.0	10.0
Cell_26684	121.0	193.0	10.0
Cell_26685	121.0	194.0	10.0
Cell_26686	121.0	195.0	10.0
Cell_26687	121.0	196.0	10.0
Cell_26688	121.0	197.0	10.0
Cell_26689	121.0	198.0	10.0
Cell_26690	121.0	199.0	10.0
Cell_26691	122.0	0.0	10.0
Cell_26692	122.0	1.0	10.0
Cell_26693	122.0	2.0	10.0
Cell_26694	122.0	3.0	10.0
Cell_26695	122.0	4.0	10.0
Cell_26696	122.0	5.0	10.0
Cell_26697	122.0	6.0	10.0
Cell_26698	122.0	7.0	10.0
Cell_26699	122.0	8.0	10.0
Cell_26700	122.0	9.0	10.0
Cell_26701	122.0	10.0	10.0
Cell_26702	122.0	11.0	10.0
Cell_26703	122.0	12.0	10.0
Cell_26704	122.0	13.0	10.0
Cell_26705	122.0	14.0	10.0
Cell_26706	122.0	15.0	10.0
Cell_26707	122.0	16.0	10.0
Cell_26708	122.0	17.0	10.0
Cell_26709	122.0	18.0	10.0
Cell_26710	122.0	19.0	10.0
Cell_26711	122.0	20.0	10.0
Cell_26712	122.0	21.0	10.0
Cell_26713	122.0	22.0	10.0
Cell_26714	122.0	23.0	10.0
Cell_26715	122.0	24.0	10.0
Cell_26716	122.0	25.0	10.0
Cell_26717	122.0	26.0	10.0
Cell_26718	122.0	27.0	10.0
Cell_26719	122.0	28.0	10.0
Cell_26720	122.0	29.0	10.0
Cell_26721	122.0	30.0	10.0
Cell_26722	122.0	31.0	10.0
Cell_26723	122.0	32.0	10.0
Cell_26724	122.0	33.0	10.0
Cell_26725	122.0	34.0	10.0
Cell_26726	122.0	35.0	10.0
Cell_26727	122.0	36.0	10.0
Cell_26728	122.0	37.0	10.0
Cell_26729	122.0	38.0	10.0
Cell_26730	122.0	39.0	10.0
Cell_26731	122.0	40.0	10.0
Cell_26732	122.0	41.0	10.0
Cell_26733	122.0	42.0	10.0
Cell_26734	122.0	43.0	10.0
Cell_26735	122.0	44.0	10.0
Cell_26736	122.0	45.0	10.0
Cell_26737	122.0	46.0	10.0
Cell_26738	122.0	47.0	10.0
Cell_26739	122.0	48.0	10.0
Cell_26740	122.0	49.0	10.0
Cell_26741	122.0	50.0	10.0
Cell_26742	122.0	51.0	10.0
Cell_26743	122.0	52.0	10.0
Cell_26744	122.0	53.0	10.0
Cell_26745	122.0	54.0	10.0
Cell_26746	122.0	55.0	10.0
Cell_26747	122.0	56.0	10.0
Cell_26748	122.0	57.0	10.0
Cell_26749	122.0	58.0	10.0
Cell_26750	122.0	59.0	10.0
